
Group,Class,Sub-Class,Description,
,,464910,"Wholesale of optical goods (Eg. Eyeglasses (Prescription and non-prescription), Sunglasses, contact lenses, optical instruments, magnifying glasses, opthalmic frames, optical accessories)",
,,464911,"Wholesale of consumer electronics: Video equipment, audio equipment, video game consoles and similar products",
,,464912,"Wholesale of photographic goods (Eg. Cameras, Lenses and similar articles)",
,,464913,"Wholesale of musical instruments, games and toys, sports goods (Excluding sports clothes and footwear)",
,,464914,"Wholesale of baby carriages, pushchairs, baby walkers, baby carriers, baby car seats and similar equipments for babies",
,,464915,"Wholesale of suitcases, travel bags and other travel goods and accessories",
,,464999,Wholesale of other household goods n.e.c..,
465,,,"Wholesale of machinery, equipment and supplies",
,4651,,"Wholesale of computers, computer peripheral equipment and software",
,,,"This class excludes:
- wholesale of electronic parts, see 4652
- wholesale of office machinery and equipment, (except computers and peripheral equipment), see 4659
- wholesale of computer-controlled machinery, see 4659",
,,465101,"Wholesale of computers, including laptops",
,,465102,"Wholesale of non-customised software, including video games, provided on physical media with right to perpetual use",
,,465103,"Wholesale of computer peripheral equipment such as printers, photocopiers, interactive whiteboards, videoconferencing equipment and similar articles",
,,465104,"Wholesale of hardware components such as motherboards, memory, GPUs, power supplies, cases, cooling systems and other similar components",
,,465199,Wholesale of other computer peripherial equipments n.e.c.,
,4652,,Wholesale of electronic and telecommunications equipment and parts,
,,,"This class excludes:
- wholesale of recorded audio and video tapes, CDs, DVDs, see 4649
- wholesale of consumer electronics, see 4649
- wholesale of computers and computer peripheral equipment, see 4651
- wholesale of industrial machines for additive manufacturing (3D printers etc.), see 4659",
,,465201,Wholesale of electronic valves and tubes,
,,465202,"Wholesale of video equipments (LED/LCD Panels, Teleprompters, Projection Screens, Broadcasting and Streaming Equipment, Webcams), excluding television",
,,465203,"Wholesale of semiconductor devices (Eg. Capacitors, leds, transistors, integrated circuits and similar items)",
,,465204,"Wholesale of communications equipment inlcuding fixed/ mobile phones, modems and smart watches in",
,,465299,Wholesale of electronic and telecommunications equipment and parts n.e.c,
,4653,,"Wholesale of agricultural machinery, equipment and supplies",
,,,"This class excludes:
- wholesale of fertilisers and agrochemical products see 4679
- wholesale of livestock feed, see 4620",
,,465301,Wholesale of tractors and tractor attachments for agriculture and forestry,
,,465302,"Wholesale of soil preparation, cultivation and harvesting machinery such as ploughs, harrows, seeders, harvesters, threshsers and similar articles",
,,465303,"Wholesale of milking and dairy machinery such as milking machines, cream separators and similar machinery",
,,465304,"Wholesale of livestock and poultry-keeping machinery such as feeders, incubators, poultry-keeping machines and similar machines",
,,465305,Wholesale of garden and landscaping equipment such as lawn mowers and similar products,
,,465399,"Wholesale of other agricultural equipments and supplies, n.e.c.",
,4659,,Wholesale of other machinery and equipment,
,,,"This class excludes:
- wholesale of motor vehicles, trailers and caravans, see 4661
- wholesale of motor vehicle parts, see 4661
- wholesale of motorcycles, see 4663
- wholesale of bicycles, see 4649
- wholesale of computers and peripheral equipment, see 4651
- wholesale of electronic parts and telephone and communications equipment, see 4652",
,,465901,Wholesale of office machinery and equipment (Excluding computers and computer peripheral equipment),
,,465902,Wholesale of machinery and equipment for automobile industry,
,,465903,"Wholesale of electrical material such as electrical motors, transformers",
,,465904,"Wholesale of mining, construction and civil engineering machinery and equipment, e.g. excavating machines etc.",
,,465905,Wholesale of machinery and equipment for textile apparel and leather products,
,,465906,"Wholesale of scientific, medical and surgical machinery and equipment",
,,465907,Wholesale of transport equipments except bicycles and motor vehicles,
,,465908,Wholesale of wires and switches and other installation equipments ,
,,465909,Wholesale of measuring/ weighing equipment,
,,465999,Wholesale of other machinery and equipment n.e.c.,
466,,,"Wholesale of motor vehicles, motorcycles and related parts and accessories",
,4661,,Wholesale of motor vehicles,
,,,"This class excludes:
- activities of agents involved in the wholesale of cars and light motor vehicles, see 4610
- wholesale of e-bikes and their related parts and accessories, see 4649
- wholesale of agricultural and forestry, see 4653
- wholesale of motorised transport equipment, other than motor vehicles, trucks, trailers, camping vehicles, e.g. ships, yachts, planes, trains, etc., see 4659
- wholesale of armoured fighting vehicles, see 4659
- wholesale of mining, construction and civil engineering equipment, see 4659
- wholesale of parts and accessories for motor vehicles, see 4662
- on-demand passenger transport service activities by vehicle with driver, see 4922
- rental and leasing of cars and light motor vehicles without driver, see 7710
- maintenance and repair of motor vehicles, see division 95",
,,466101,"Wholesale of new vehicles (passenger motor vehicles, ambulances, minibuses, jeeps, trucks, trailers and semi-trailers)",
,,466102,Wholesale of used motor vehicles,
,4662,,Wholesale of motor vehicle parts and accessories,
,,,"This class excludes:
- activities of agents involved in the wholesale of cars and light motor vehicles parts and accessories, see 4610
- wholesale of boats, planes, trains including parts and accessories, see 4659",
